Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,,Not assigned,VAT Input Tax,10/12/2024,1700180318,Marston Group Limited,"£8,815.61"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679711,Sunnyside,"£8,812.80"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679370,Consensus 2013,"£8,807.48"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677803,Hillcity Day Nursery,"£8,799.00"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679517,Southfields Care Homes Ltd,"£8,783.84"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679679,Park Crescent Care Home,"£8,770.04"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679269,Abbotsford Nursing Home,"£8,766.12"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,23/12/2024,1908682461,Ordinary Lifestyles,"£8,763.52"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665295,Ordinary Lifestyles,"£8,763.52"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,24/12/2024,1908684542,Ordinary Lifestyles,"£8,763.52"
Manchester City Council,1007,Corporate Services,Training and Development,16/12/2024,5105966229,McKenzie LLP,"£8,760.00"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665231,City Care Partnership Ltd,"£8,756.32"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,23/12/2024,1908682413,City Care Partnership Ltd,"£8,756.32"
Manchester City Council,1000,Manchester Leisure,Grant and subscriptions awarded,06/12/2024,5105964477,Coffee4Craig Ltd,"£8,750.00"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679284,Alexandra Lodge Care Centre Ltd,"£8,744.08"
Manchester City Council,1000,Manchester Leisure,I T Provision,19/12/2024,5105967301,Axiell ALM Ltd,"£8,742.35"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679593,Moston Grange,"£8,722.56"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679269,Abbotsford Nursing Home,"£8,722.04"
Manchester City Council,1000,Manchester Leisure,Refuse Collection,13/01/2025,5105967027,Redgate Holdings Ltd,"£8,702.10"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,19/12/2024,5105967117,Longford Park School,"£8,698.50"
Manchester City Council,1000,Manchester Leisure,Professional fees,10/12/2024,1908656257,Savills (UK) Ltd,"£8,640.00"
Manchester City Council,1000,Manchester Leisure,Professional fees,20/12/2024,5105966083,Response Team 247 Ltd,"£8,637.20"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679593,Moston Grange,"£8,636.36"
Manchester City Council,1004,Childrens & Education Services,Payments for services,10/12/2024,5105964888,A S K Healthcare Ltd,"£8,630.40"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,02/01/2025,5105967830,Turner & Townsend Project,"£8,610.00"
Manchester City Council,1003,Environment and Operations,Construction Works,20/12/2024,5105967496,Rosgal Ltd,"£8,603.23"
Manchester City Council,1013,Highways Services,Professional Fees,14/01/2025,5105968173,Hydrock,"£8,600.00"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665240,City Care Partnership Ltd,"£8,571.30"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,23/12/2024,1908682423,City Care Partnership Ltd,"£8,571.30"
Manchester City Council,1012,Regeneration Finance,Supporting People Payments,24/12/2024,5105968026,The Essential English Centre Ltd,"£8,568.00"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679361,Oldham Total Care,"£8,562.44"
Manchester City Council,1007,Corporate Services,Electricity,12/12/2024,1908671107,Haven Power Ltd,"£8,561.92"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679600,Next Steps,"£8,550.48"
Manchester City Council,1004,Childrens & Education Services,Home Care ,20/12/2024,1908679950,Positive Care Solutions Ltd,"£8,550.00"
Manchester City Council,1004,Childrens & Education Services,Home Care ,09/12/2024,1908666891,Positive Care Solutions Ltd,"£8,550.00"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,06/12/2024,1908662895,W.H. Services (Cheadle) Ltd,"£8,550.00"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,17/12/2024,5105966532,Hastings Private Hire,"£8,541.00"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665216,Future Directions CIC,"£8,540.72"
Manchester City Council,1003,Environment and Operations,Construction Works,23/12/2024,5105966013,J.Hopkins (Contractors) Ltd.,"£8,535.57"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673761,Chrysalis Home Care Group Ltd,"£8,531.08"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679437,Falcons Rest & Poachers Cottage,"£8,530.04"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908678176,Lemon Tree Manchester Ltd,"£8,516.17"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665167,Next Stage Ltd - Learning Disabi,"£8,515.72"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679604,Norlands Nursing Home,"£8,513.52"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,20/12/2024,1908679934,Oldham Borough Council,"£8,501.50"
Manchester City Council,1005,Adult Social Care,Carer Support Payments ,17/12/2024,5105966553,Talbot House Support Centre,"£8,501.35"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,11/12/2024,5105965320,The Shaw Education Trust,"£8,500.00"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658170,Creative Support Ltd,"£8,498.92"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677571,Tiny Steps Nursery,"£8,489.81"
Manchester City Council,1004,Childrens & Education Services,Pay School Budget,19/12/2024,1908677504,Martenscroft Nursery School,"£8,489.81"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,17/12/2024,5105966411,AFJ Ltd,"£8,480.00"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679287,Amadeus,"£8,472.24"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679339,Bradmere Residential Care Home,"£8,472.24"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665251,City Care Partnership Ltd,"£8,469.76"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,23/12/2024,1908682433,City Care Partnership Ltd,"£8,469.76"
Manchester City Council,1005,Adult Social Care,Payments for services,18/12/2024,5105966919,Compassionate Care & Support Ltd,"£8,442.50"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679355,Byron Lodge,"£8,441.60"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677598,Kids Unlimited,"£8,430.11"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679761,Silverdale,"£8,412.00"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679494,Heightside House Nursing Home,"£8,398.24"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908678081,Merry Kidz Childcare Ltd,"£8,370.70"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,18/12/2024,5105966907,Broadstones Independent Special Sch,"£8,363.88"
Manchester City Council,1012,Regeneration Finance,Professional fees,23/12/2024,5105966310,Colliers International,"£8,350.00"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665294,Ordinary Lifestyles,"£8,331.60"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,24/12/2024,1908684541,Ordinary Lifestyles,"£8,331.60"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,09/12/2024,1908666840,Oldham Borough Council,"£8,328.75"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665208,Future Directions CIC,"£8,314.68"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679593,Moston Grange,"£8,306.56"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,13/12/2024,5105966058,DM Travel,"£8,300.00"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658150,Creative Support Ltd,"£8,272.64"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677572,Tiny Steps Nursery Gorton Ltd,"£8,272.12"
Manchester City Council,1003,Environment and Operations,Construction Works,31/12/2024,5105967870,Rosgal Ltd,"£8,271.17"
Manchester City Council,1010,Housing Revenue Account,Works and associated costs for Land and Buildings,11/12/2024,1908669932,HM Revenue & Customs,"£8,250.00"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679667,Richmond Care,"£8,244.64"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682663,Care Success Services Ltd,"£8,241.60"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,23/12/2024,1908682446,City Care Partnership Ltd,"£8,240.02"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665264,City Care Partnership Ltd,"£8,240.02"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679789,Abbotsound Ltd,"£8,239.72"
Manchester City Council,1004,Childrens & Education Services,Payments for services,16/12/2024,5105966286,HM Prison and Probation Service,"£8,225.00"
Manchester City Council,1004,Childrens & Education Services,Payments for services,16/12/2024,5105966288,HM Prison and Probation Service,"£8,225.00"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658148,Creative Support Ltd,"£8,219.28"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665210,Future Directions CIC,"£8,185.24"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665209,Future Directions CIC,"£8,185.24"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677847,Moor Allerton Preparatory School,"£8,170.50"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908678211,Park View Day Nursery,"£8,170.50"
Manchester City Council,1000,Manchester Leisure,Third party payments relating to Voluntary Organisations,09/12/2024,5105964806,Greater Manchester Immigration Aid,"£8,158.00"
Manchester City Council,1005,Adult Social Care,Day Care Payments,09/12/2024,1908665597,The Together Trust,"£8,155.40"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658178,Turning Point (Services) Limited,"£8,119.44"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658180,Turning Point (Services) Limited,"£8,119.44"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658183,Turning Point (Services) Limited,"£8,119.44"
Manchester City Council,1007,Corporate Services,Elec Car Lease,16/12/2024,1908673352,Northumbria Healthcare NHS FT,"£8,114.83"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,23/12/2024,1908682404,Angel Care Services UK Ltd,"£8,114.67"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665169,Angel Care Services UK Ltd,"£8,114.67"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,11/12/2024,1908669679,Angel Care Services UK Ltd,"£8,114.67"
Manchester City Council,1005,Adult Social Care,Residential Care Homes Payments,20/12/2024,1908679555,Borough Care Limited,"£8,108.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677906,Tiddlywinks Nursery-Clayton No.4 Ac,"£8,107.65"
Manchester City Council,1009,Housing General Fund,Building Works,19/12/2024,1908678426,Stannah Lift Services Ltd,"£8,082.00"
Manchester City Council,1005,Adult Social Care,RNH Permanent Pays,20/12/2024,1908679599,Next Steps,"£8,077.12"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,03/12/2024,1908658743,Standwalk Ltd,"£8,062.60"
Manchester City Council,1000,Manchester Leisure,Contract Cleaning External,06/12/2024,5105964338,Scrutiny Cleaning Services,"£8,041.55"
Manchester City Council,1005,Adult Social Care,Personal needs of client,16/12/2024,5105966211,Careium UK Ltd,"£8,035.00"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665215,Future Directions CIC,"£8,003.80"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665213,Future Directions CIC,"£8,003.80"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,09/12/2024,1908665214,Future Directions CIC,"£8,003.80"
Manchester City Council,1012,Regeneration Finance,Professional fees,09/12/2024,5105964448,Savills (UK) Ltd,"£8,000.00"
Manchester City Council,1012,Regeneration Finance,Professional fees,05/12/2024,5105964232,Savills (UK) Ltd,"£8,000.00"
