Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908606006,Redacted Personal Information,"£2,829.94"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605989,Redacted Personal Information,"£2,829.94"
Manchester City Council,Adult Social Care,Payments for services,16/10/2024,5105955098,ACORN Recovery Projects,"£2,829.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,01/10/2024,5105952417,Delamere School,"£2,827.10"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616334,Pendleton Court,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616235,Acer Mews Healthcare Limited,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908615992,Amadeus,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616431,Thornton Lodge Care Home,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616334,Pendleton Court,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616406,The Broughtons,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616426,Willows Nursing Home,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,01/10/2024,1908590350,The Broughtons,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616431,Thornton Lodge Care Home,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616431,Thornton Lodge Care Home,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616431,Thornton Lodge Care Home,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616431,Thornton Lodge Care Home,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616156,Claremont Lodge Care Limited,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616063,Willows Nursing Home,"£2,824.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908615974,Abbeydale Nursing Home,"£2,824.08"
Manchester City Council,Adult Social Care,Respite Care Costs,25/10/2024,1908616334,Pendleton Court,"£2,824.08"
Manchester City Council,Adult Social Care,Temp Care- Resident,25/10/2024,1908616431,Thornton Lodge Care Home,"£2,824.08"
Manchester City Council,Adult Social Care,Temp Care- Resident,25/10/2024,1908616431,Thornton Lodge Care Home,"£2,824.08"
Manchester City Council,Adult Social Care,Counsel Costs,14/10/2024,5105954571,Kings Chambers,"£2,822.50"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616227,Hamilton rest Home Ltd,"£2,820.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616226,Hamilton rest Home Ltd,"£2,820.08"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616228,Hamilton rest Home Ltd,"£2,820.08"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908616973,iCare Solutions Manchester Limit,"£2,817.50"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04/10/2024,5105953183,Jigsaw Homes North,"£2,814.58"
Manchester City Council,Childrens & Education Services,Foster Payments,04/10/2024,1908596230,IGF Buisness Credit Limited,"£2,812.50"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616407,The Chadwick,"£2,811.88"
Manchester City Council,Adult Social Care,Supported Accommodation,17/10/2024,1908609459,City Care Partnership Ltd,"£2,809.27"
Manchester City Council,Adult Social Care,Home Care ,01/10/2024,1908590012,HSL Care Limited,"£2,807.46"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617339,HSL Care Limited,"£2,807.46"
Manchester City Council,Adult Social Care,Home Care ,01/10/2024,1908590013,HSL Care Limited,"£2,807.46"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,01/10/2024,1908590347,St Marys Nursing Home,"£2,807.30"
Manchester City Council,Adult Social Care,Supported Accommodation,07/10/2024,1908596562,Angel Care Services UK Ltd,"£2,807.01"
Manchester City Council,Adult Social Care,Supported Accommodation,14/10/2024,1908603751,Angel Care Services UK Ltd,"£2,807.01"
Manchester City Council,Adult Social Care,Supported Accommodation,02/10/2024,1908593213,Angel Care Services UK Ltd,"£2,807.01"
Manchester City Council,Adult Social Care,Supported Accommodation,21/10/2024,1908611500,Angel Care Services UK Ltd,"£2,807.01"
Manchester City Council,Adult Social Care,Supported Accommodation,23/10/2024,1908613906,Angel Care Services UK Ltd,"£2,807.01"
Manchester City Council,Not assigned,Byls Outgoing Misc S,07/10/2024,1908596455,ADD GOD LLP CLT,"£2,803.11"
Manchester City Council,Adult Social Care,Equipment,28/10/2024,5105956993,Associated Optical Products,"£2,802.50"
Manchester City Council,Adult Social Care,Home Care ,07/10/2024,1908596696,Westwood Homecare (Northwest) Lt,"£2,800.25"
Manchester City Council,Corporate Services,I T Provision,25/10/2024,5105956709,Capita One Limited,"£2,800.00"
Manchester City Council,Corporate Services,I T Provision,25/10/2024,5105956707,Capita One Limited,"£2,800.00"
Manchester City Council,Childrens & Education Services,Foster Payments,18/10/2024,1908610797,Fostering Solutions,"£2,795.99"
Manchester City Council,Manchester Leisure,Electricity,10/10/2024,1908601682,Haven Power Ltd,"£2,794.22"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616167,Dignity in Life,"£2,792.96"
Manchester City Council,Adult Social Care,Adult Placements,21/10/2024,1908611822,Redacted Personal Information,"£2,792.80"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616003,Ashgrove House,"£2,786.40"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616212,Firs Hall,"£2,786.40"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616129,Oldham Total Care,"£2,786.40"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616212,Firs Hall,"£2,786.40"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616212,Firs Hall,"£2,786.40"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616126,PRIDELL CARE LTD,"£2,786.40"
Manchester City Council,Adult Social Care,Personal needs of client,31/10/2024,5105955425,Just Checking Ltd,"£2,786.16"
Manchester City Council,Environment and Operations,Construction Works,01/10/2024,5105952448,Ventbrook,"£2,783.60"
Manchester City Council,Adult Social Care,Home Care ,14/10/2024,1908604252,Care 24 (UK) Limited,"£2,783.00"
Manchester City Council,Adult Social Care,Home Care ,07/10/2024,1908596673,Westwood Homecare (Northwest) Lt,"£2,783.00"
Manchester City Council,Childrens & Education Services,Signers/Interpreters,30/10/2024,5105957355,Language Line Ltd,"£2,780.49"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605196,Total Childcare Ltd,"£2,777.78"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616416,Dual Care Ltd,"£2,776.00"
Manchester City Council,Corporate Services,Printing,11/10/2024,5105954431,Mail Solutions,"£2,773.50"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908620383,Redacted Personal Information,"£2,770.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616166,Debrook Lodge,"£2,761.08"
Manchester City Council,Childrens & Education Services,Foster Payments,16/10/2024,1908607735,Redacted Personal Information,"£2,760.00"
Manchester City Council,Childrens & Education Services,Foster Payments,16/10/2024,1908607795,Redacted Personal Information,"£2,760.00"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908619479,Redacted Personal Information,"£2,760.00"
Manchester City Council,Childrens & Education Services,Foster Payments,02/10/2024,1908592443,Redacted Personal Information,"£2,760.00"
Manchester City Council,Childrens & Education Services,Foster Payments,02/10/2024,1908591636,Redacted Personal Information,"£2,760.00"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908620371,Redacted Personal Information,"£2,760.00"
Manchester City Council,Childrens & Education Services,Foster Payments,02/10/2024,1908592477,Redacted Personal Information,"£2,760.00"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908619985,Redacted Personal Information,"£2,760.00"
Manchester City Council,Childrens & Education Services,Foster Payments,16/10/2024,1908608645,Redacted Personal Information,"£2,760.00"
Manchester City Council,Childrens & Education Services,Foster Payments,16/10/2024,1908608646,Redacted Personal Information,"£2,760.00"
Manchester City Council,Childrens & Education Services,Foster Payments,02/10/2024,1908591578,Redacted Personal Information,"£2,760.00"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908619526,Redacted Personal Information,"£2,760.00"
Manchester City Council,Adult Social Care,Home Care ,14/10/2024,1908604175,Age Concern Manchester,"£2,760.00"
Manchester City Council,Environment and Operations,Construction Works,29/10/2024,5105956884,GMCA,"£2,759.97"
Manchester City Council,Childrens & Education Services,Home Care ,11/10/2024,1908602871,Randstad Solutions Ltd,"£2,756.00"
Manchester City Council,Manchester Leisure,Furniture,18/10/2024,5105955630,Rtec Carpets Ltd,"£2,755.20"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,10/10/2024,5105954147,Alt Payee Acorn Care & Education,"£2,755.00"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,18/10/2024,5105955653,Rexel UK Ltd,"£2,753.47"
Manchester City Council,Adult Social Care,Home Care ,07/10/2024,1908596598,BoJo Care Services Ltd,"£2,751.84"
Manchester City Council,Hospitality + Trading Services,Electricity,10/10/2024,1908601711,Haven Power Ltd,"£2,750.63"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603694,PSS (UK),"£2,750.52"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603676,PSS (UK),"£2,750.52"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603678,PSS (UK),"£2,750.52"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603687,PSS (UK),"£2,750.52"
Manchester City Council,Adult Social Care,Adult Placements,01/10/2024,1908589677,PSS (UK),"£2,750.52"
Manchester City Council,Adult Social Care,Adult Placements,01/10/2024,1908589675,PSS (UK),"£2,750.52"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603697,PSS (UK),"£2,750.52"
Manchester City Council,Adult Social Care,Adult Placements,01/10/2024,1908589676,PSS (UK),"£2,750.52"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603673,PSS (UK),"£2,750.52"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603680,PSS (UK),"£2,750.52"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603682,PSS (UK),"£2,750.52"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603681,PSS (UK),"£2,750.52"
Manchester City Council,Adult Social Care,Personal needs of client,07/10/2024,5105952977,Osprey Sling Company Limited,"£2,750.00"
Manchester City Council,Chief Executives,Printing,07/10/2024,5105953477,Astra Signs,"£2,750.00"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31/10/2024,5105953591,Buro Happold Limited,"£2,750.00"
Manchester City Council,Manchester Leisure,Professional fees,27/10/2024,1908616886,Diversity Travel Ltd,"£2,748.76"
Manchester City Council,Regeneration Finance,Legal Fees,02/10/2024,1908593433,Pinsent Masons LLP,"£2,746.20"
Manchester City Council,Manchester Leisure,Special Event,02/10/2024,5105952535,Chevron Traffic Management Ltd,"£2,744.24"
Manchester City Council,Adult Social Care,Equipment,25/10/2024,5105956755,Drive Devilbiss Healthcare Ltd,"£2,744.10"
Manchester City Council,Manchester Leisure,Gas,24/10/2024,1908615332,SEFE ENERGY Ltd,"£2,741.86"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605435,Tiny Turtles Day Care Ltd,"£2,740.40"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599454,Creative Support Ltd,"£2,739.76"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599454,Creative Support Ltd,"£2,739.76"
Manchester City Council,Adult Social Care,Equipment,21/10/2024,5105955950,Aidapt Bathrooms Ltd,"£2,736.00"
Manchester City Council,Corporate Services,Security,03/10/2024,5105952858,Constellia Public Ltd,"£2,735.29"
Manchester City Council,Corporate Services,Security,03/10/2024,5105952860,Constellia Public Ltd,"£2,735.29"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,15/10/2024,5105954735,Johnnie Johnson Housing,"£2,730.26"
Manchester City Council,Corporate Services,Electricity,10/10/2024,1908601643,Haven Power Ltd,"£2,728.66"
Manchester City Council,Childrens & Education Services,Foster Payments,04/10/2024,1908596274,The National Fostering Agency Ltd,"£2,728.56"
Manchester City Council,Corporate Services,Transport Taxis,16/10/2024,1908609002,City Car Club Ltd,"£2,726.93"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,22/10/2024,5105956189,Redacted Personal Information,"£2,726.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616315,Oak Lodge Nursing & Res.Home,"£2,723.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605342,Georgie Porgie's Network Nursey Ltd,"£2,720.25"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616084,Brookfield Care Home Ltd,"£2,720.08"
Manchester City Council,Manchester Leisure,Special Event,08/10/2024,5105953580,Chevron Traffic Management Ltd,"£2,720.00"
Manchester City Council,Housing Revenue Account,Professional fees,31/10/2024,5105955643,Switch2 Energey Limited,"£2,718.28"
Manchester City Council,Manchester Leisure,ClothsUniformLaundry,07/10/2024,5105953447,Rexel UK Ltd,"£2,716.50"
Manchester City Council,Highways Services,Payments to Sub-Contractors,17/10/2024,5105953651,Rosgal Ltd,"£2,716.06"
Manchester City Council,Adult Social Care,Home Care ,07/10/2024,1908596943,Age Concern Manchester,"£2,714.00"
Manchester City Council,Adult Social Care,Personal needs of client,02/10/2024,5105952631,Drive Devilbiss Healthcare Ltd,"£2,713.50"
Manchester City Council,Manchester Leisure,Refuse Collection,02/10/2024,5105952459,GTS Steam Cleaners,"£2,713.35"
Manchester City Council,Chief Executives,Licences Purchase,15/10/2024,5105954749,"Oracle Corporation U.K.Ltd.,","£2,711.43"
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",31/10/2024,1908622115,TRAVELODGE P CARD ONLY,"£2,708.83"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,07/10/2024,5105953522,Jigsaw Homes North,"£2,708.28"
Manchester City Council,Manchester Leisure,Furniture,31/10/2024,5105956327,Rtech Group Limited,"£2,704.16"
Manchester City Council,Childrens & Education Services,Home Care ,11/10/2024,1908602873,Randstad Solutions Ltd,"£2,704.00"
Manchester City Council,Manchester Leisure,Equipment,03/10/2024,5105952929,Sants Fabrications Ltd,"£2,700.00"
Manchester City Council,Manchester Leisure,I T Provision,03/10/2024,5105953000,FusionLX LTD.,"£2,700.00"
Manchester City Council,Adult Social Care,Payments for services,15/10/2024,5105954976,Turning Point,"£2,700.00"
Manchester City Council,Adult Social Care,Payments for services,15/10/2024,5105954967,Turning Point,"£2,700.00"
Manchester City Council,Adult Social Care,Payments for services,15/10/2024,5105954968,Turning Point,"£2,700.00"
Manchester City Council,Corporate Services,Professional fees,08/10/2024,5105952352,Mace Ltd,"£2,700.00"
Manchester City Council,Adult Social Care,Professional fees,11/10/2024,5105954284,Permanent Futures Temp,"£2,700.00"
Manchester City Council,Adult Social Care,Professional fees,11/10/2024,5105954285,Permanent Futures Temp,"£2,700.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,10/10/2024,5105953976,Central Mcr Uni Hospital t/a,"£2,700.00"
Manchester City Council,Childrens & Education Services,Pay School Budget,15/10/2024,1908605606,Rack House Primary School,"£2,696.26"
Manchester City Council,Adult Social Care,Supported Accommodation,07/10/2024,1908596706,Alternative Futures Group Ltd,"£2,695.26"
Manchester City Council,Adult Social Care,Supported Accommodation,21/10/2024,1908611585,Alternative Futures Group Ltd,"£2,695.26"
Manchester City Council,Adult Social Care,Temp Care- Resident,01/10/2024,1908590347,St Marys Nursing Home,"£2,687.91"
Manchester City Council,Childrens & Education Services,Foster Payments,11/10/2024,1908602832,Action For Children,"£2,678.55"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616181,Redacted Personal Information,"£2,678.24"
Manchester City Council,Adult Social Care,Home Care ,14/10/2024,1908604140,Age Concern Manchester,"£2,673.75"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,15/10/2024,5105954791,Meadows Care Ltd,"£2,672.64"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,21/10/2024,5105955852,Meadows Care Ltd,"£2,672.64"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617070,iCare Solutions Manchester Limit,"£2,668.00"
Manchester City Council,Childrens & Education Services,Foster Payments,16/10/2024,1908608637,Redacted Personal Information,"£2,662.00"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908620351,Redacted Personal Information,"£2,662.00"
Manchester City Council,Childrens & Education Services,Foster Payments,16/10/2024,1908608644,Redacted Personal Information,"£2,662.00"
Manchester City Council,Childrens & Education Services,Foster Payments,02/10/2024,1908592473,Redacted Personal Information,"£2,662.00"
Manchester City Council,Childrens & Education Services,Foster Payments,30/10/2024,1908620368,Redacted Personal Information,"£2,662.00"
Manchester City Council,Adult Social Care,Personal needs of client,31/10/2024,5105955342,Appello Careline Ltd,"£2,661.67"
Manchester City Council,Manchester Leisure,Electricity,10/10/2024,1908601666,Haven Power Ltd,"£2,660.61"
Manchester City Council,Adult Social Care,Home Care ,01/10/2024,1908589715,H.G. Care Services Ltd,"£2,659.80"
Manchester City Council,Childrens & Education Services,Foster Payments,18/10/2024,1908610836,The Lorimer Group,"£2,659.38"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616068,Lotus Care (Bridge House) Ltd,"£2,652.44"
Manchester City Council,Adult Social Care,Adult Placements,16/10/2024,1908608883,Redacted Personal Information,"£2,652.32"
Manchester City Council,Childrens & Education Services,Foster Payments,18/10/2024,1908610758,Alpha Plus Fostering Limited,"£2,651.79"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,31/10/2024,5105953592,Buro Happold Limited,"£2,650.00"
Manchester City Council,Highways Services,Electricity,10/10/2024,1908601631,Haven Power Ltd,"£2,646.89"
Manchester City Council,Childrens & Education Services,Payments for services,03/10/2024,5105953067,Time Specialist Support Ltd,"£2,646.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605380,Manchester Montessori House,"£2,643.30"
Manchester City Council,Childrens & Education Services,Professional fees,21/10/2024,1908612268,Diversity Travel Ltd,"£2,641.31"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605527,Georgie Porgies Wythenshawe,"£2,639.70"
Manchester City Council,Adult Social Care,Supported Accommodation,09/10/2024,1908599497,Standwalk Ltd,"£2,635.85"
Manchester City Council,Adult Social Care,Supported Accommodation,28/10/2024,1908617337,Bedspace Resource Ltd,"£2,634.55"
Manchester City Council,Adult Social Care,ISF - Ind Bud ISF,17/10/2024,1908609509,BoJo Care Services Ltd,"£2,633.40"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,28/10/2024,5105957008,Rtech Group Limited,"£2,633.33"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605183,Brighter Beginnings Fallowfield,"£2,632.50"
Manchester City Council,Manchester Leisure,Furniture,23/10/2024,5105956283,Rtech Group Limited,"£2,629.17"
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,03/10/2024,5105952322,Killgerm Chemicals Ltd,"£2,628.56"
Manchester City Council,Manchester Leisure,Hire of Premises,09/10/2024,1908600460,BEEHOSTING PROPERTY MANAG,"£2,625.00"
Manchester City Council,Environment and Operations,Construction Works,29/10/2024,5105956863,GMCA,"£2,623.07"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605311,Brighter Beginnings Burnage,"£2,622.75"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616010,Aspen House Ltd,"£2,622.00"
Manchester City Council,Highways Services,Payments to Sub-Contractors,28/10/2024,5105955866,Rosgal Ltd,"£2,621.54"
Manchester City Council,Manchester Leisure,Gas,24/10/2024,1908615314,SEFE ENERGY Ltd,"£2,621.34"
Manchester City Council,Corporate Services,I T Provision,03/10/2024,5105952763,Insight Direct (Uk) Ltd,"£2,621.00"
Manchester City Council,Manchester Leisure,Gas,24/10/2024,1908615204,SEFE ENERGY Ltd,"£2,618.30"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603693,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603692,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603675,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603696,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603745,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603744,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603695,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603684,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603685,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603674,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603691,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603686,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603688,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603677,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Adult Placements,14/10/2024,1908603679,PSS (UK),"£2,616.40"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616439,Croftwood Care (Cheshire) Limited,"£2,616.00"
Manchester City Council,Childrens & Education Services,Professional fees,16/10/2024,5105954641,Afruca,"£2,615.98"
Manchester City Council,Adult Social Care,Supported Accommodation,28/10/2024,1908617320,Time Specialist Support Ltd,"£2,615.04"
Manchester City Council,Adult Social Care,Supported Accommodation,01/10/2024,1908589995,Time Specialist Support Ltd,"£2,615.04"
Manchester City Council,Chief Executives,Postage,28/10/2024,5105956338,Civica Election Services,"£2,610.56"
Manchester City Council,Environment and Operations,Construction Works,29/10/2024,5105956881,GMCA,"£2,608.19"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908615995,Annacliffe Ltd,"£2,605.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,14/10/2024,5105954589,Marlborough Road Academy,"£2,605.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,03/10/2024,5105953072,Dane Bank Primary School,"£2,605.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,24/10/2024,5105956637,Handforth Grange Primary School,"£2,605.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,24/10/2024,5105956636,Handforth Grange Primary School,"£2,605.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,14/10/2024,5105954678,St Bede'S Pre School,"£2,604.67"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,14/10/2024,5105954679,St Bede'S Pre School,"£2,604.67"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,30/10/2024,5105957415,Afifah School,"£2,604.67"
Manchester City Council,Childrens & Education Services,Payments for services,02/10/2024,5105952556,Staff Resources Ltd,"£2,601.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616326,Croftwood Care UK Limited,"£2,600.00"
Manchester City Council,Corporate Services,Training and Development,10/10/2024,5105954191,UK Learning Network Limited,"£2,600.00"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,11/10/2024,5105954493,Ibuses,"£2,600.00"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908615989,Alexandra Lodge Care Centre Ltd,"£2,599.32"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616147,Redacted Personal Information,"£2,598.62"
Manchester City Council,Highways Services,Payments to Sub-Contractors,17/10/2024,5105953652,Rosgal Ltd,"£2,594.16"
Manchester City Council,Adult Social Care,Home Care ,02/10/2024,1908592720,The Care Company Plus Ltd,"£2,587.50"
Manchester City Council,Adult Social Care,Home Care ,02/10/2024,1908592572,iCare Solutions Manchester Limit,"£2,587.50"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605753,Little Faces Nursery Ltd,"£2,587.32"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,15/10/2024,5105954792,Meadows Care Ltd,"£2,586.43"
Manchester City Council,Adult Social Care,Day Care Payments,02/10/2024,1908592548,Stockport Cerebral Palsy Society,"£2,581.20"
Manchester City Council,Chief Executives,Legal Fees,18/10/2024,5105955716,Russell & Russell Solicitors LLP,"£2,580.50"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,11/10/2024,5105954434,CLARENDON COTTAGE LTD,"£2,579.63"
Manchester City Council,Adult Social Care,Stationery,22/10/2024,5105956162,Banner Group Limited,"£2,579.00"
Manchester City Council,Adult Social Care,Home Care ,01/10/2024,1908589706,H.G. Care Services Ltd,"£2,578.95"
Manchester City Council,Adult Social Care,Home Care ,14/10/2024,1908604257,Care 24 (UK) Limited,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,14/10/2024,1908604250,Care 24 (UK) Limited,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617329,Northstar Home Care Ltd,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,02/10/2024,1908592628,The Care Company Plus Ltd,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,07/10/2024,1908596691,Westwood Homecare (Northwest) Lt,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,07/10/2024,1908596666,Westwood Homecare (Northwest) Lt,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,07/10/2024,1908596697,Westwood Homecare (Northwest) Lt,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,02/10/2024,1908592583,iCare Solutions Manchester Limit,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617346,Northstar Home Care Ltd,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908616983,iCare Solutions Manchester Limit,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617081,iCare Solutions Manchester Limit,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617264,Northstar Home Care Ltd,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617245,Northstar Home Care Ltd,"£2,576.00"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617259,Northstar Home Care Ltd,"£2,575.78"
