Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728587,Lemon Tree Manchester Ltd,"£13,533.70"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728623,Precious Kids Day Nursery,"£13,533.70"
Manchester City Council,1011,Chief Executives,Legal Fees,17/02/2025,1908733537,Redacted Personal Information,"£13,442.01"
Manchester City Council,1009,Housing General Fund,Building Works,03/02/2025,1908717777,UPS Building & Maintenance Ltd,"£13,440.12"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746056,Care Today Childrens Services,"£13,429.82"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746047,Care Today Childrens Services,"£13,429.82"
Manchester City Council,1004,Childrens & Education Services,Payments for services,27/02/2025,5105977870,EK Outreach Services Ltd,"£13,405.00"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£13,396.32"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729457,Kids Unlimited,"£13,388.80"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728537,Wisemaster Builders Childcare Ltd,"£13,366.10"
Manchester City Council,1012,Regeneration Finance,I T Provision,03/02/2025,5105973613,CoStar UK Ltd,"£13,301.38"
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1908744640,Haven Power Ltd,"£13,292.34"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,12/02/2025,5105975735,Parkway Cabs & Cars,"£13,280.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728655,Tiny Steps Nursery Gorton Ltd,"£13,261.35"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728739,Bizzie Kidz Nursery Ltd,"£13,235.40"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728747,Brighter Beginnings Fallowfield,"£13,235.40"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728831,Littleways Day Nursery,"£13,235.40"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728748,Brighter Beginnings Newton Heath,"£13,235.40"
Manchester City Council,1007,Corporate Services,Professional fees,28/02/2025,5105977687,Bolton Mbc,"£13,205.16"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729336,Kids Around The Clock,"£13,170.60"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,17/02/2025,5105975449,EQUANS Regeneration Limited,"£13,158.79"
Manchester City Council,1007,Corporate Services,Fees,26/02/2025,1908724331,Newlyn Plc,"£13,136.00"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746042,Hexagon Care Services Limited,"£13,119.97"
Manchester City Council,1005,Adult Social Care,Third party payments relating to Voluntary Organisations,21/02/2025,5105976788,Manchester Womens Aid,"£13,104.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729066,Didsbury Childminding Limited,"£13,072.80"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728666,Your Nursery Ltd,"£13,072.80"
Manchester City Council,1013,Highways Services,Professional Fees,28/02/2025,5105977042,A T G Access Ltd,"£13,062.34"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746044,Care Today Childrens Services,"£13,026.82"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746054,Care Today Childrens Services,"£13,026.82"
Manchester City Council,1004,Childrens & Education Services,Professional fees,13/02/2025,5105975469,IESE Innovation Ltd,"£13,000.00"
Manchester City Council,1000,Manchester Leisure,Legal Fees,03/02/2025,1908717758,Driscoll Kingston & Co Ltd,"£12,977.54"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,12/02/2025,5105975734,Rochdale Mbc,"£12,947.94"
Manchester City Council,1007,Corporate Services,Agency staff provision,10/02/2025,1908726320,Reed Employment Plc,"£12,940.19"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729079,Network Nurseries Limited,"£12,905.20"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729369,Moor Allerton Preparatory School,"£12,890.40"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728882,Simply Cherish Day Nursery,"£12,887.10"
Manchester City Council,1007,Corporate Services,Works and associated costs for Land and Buildings,20/02/2025,5105976183,Kaberry Construction Ltd,"£12,877.25"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,28/02/2025,1908746078,Family Care Associates Ltd,"£12,857.64"
Manchester City Council,1005,Adult Social Care,Agency staff provision,10/02/2025,1908726320,Reed Employment Plc,"£12,837.55"
Manchester City Council,1004,Childrens & Education Services,Payments for services,25/02/2025,5105977418,H.G. Care Services Ltd,"£12,817.65"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728529,Brighter Beginnings Wetherby,"£12,779.50"
Manchester City Council,1000,Manchester Leisure,Equipment,10/02/2025,5105973594,MGB Plastics Limited,"£12,744.00"
Manchester City Council,1000,Manchester Leisure,Equipment,24/02/2025,5105976098,MGB Plastics Limited,"£12,744.00"
Manchester City Council,1000,Manchester Leisure,Equipment,14/02/2025,5105974354,MGB Plastics Limited,"£12,744.00"
Manchester City Council,1000,Manchester Leisure,Professional fees,26/02/2025,5105974534,Constellia Public Ltd,"£12,722.72"
Manchester City Council,1004,Childrens & Education Services,Internal Repairs and Maintenance for buildings,06/02/2025,5105973704,Manchester School Services Limited,"£12,719.27"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728619,Paint Pots (Manchester) Ltd,"£12,674.75"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,11/02/2025,5105975425,Safe Start School Ltd,"£12,666.66"
Manchester City Council,1007,Corporate Services,Electricity,27/02/2025,1908744597,Haven Power Ltd,"£12,664.54"
Manchester City Council,1005,Adult Social Care,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£12,632.10"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729356,Manchester Muslim Prep School,"£12,624.00"
Manchester City Council,1013,Highways Services,Compensation Payments,18/02/2025,1908734303,Redacted Personal Information,"£12,572.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728643,Sutton Road Nursery Ltd,"£12,570.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728553,Early Days Day Nursery,"£12,570.00"
Manchester City Council,1012,Regeneration Finance,Professional Fees,28/02/2025,5105975772,Phil Jones Associates Limited,"£12,553.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728883,Small Wonders Pdn Ltd,"£12,538.80"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728528,Brighter Beginnings Newton Heath,"£12,528.10"
Manchester City Council,1007,Corporate Services,Rents,28/02/2025,1908737342,Asda Stores Ltd (Leeds),"£12,500.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728826,Little Faces Nursery Ltd,"£12,451.73"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728616,Community Minded Ltd,"£12,444.30"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729508,Heaton Park View Nursery,"£12,425.40"
Manchester City Council,1005,Adult Social Care,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£12,348.32"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729127,Kids Start Ltd,"£12,326.98"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105978073,Progress Schools Ltd,"£12,300.00"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,28/02/2025,5105978074,Progress Schools Ltd,"£12,300.00"
Manchester City Council,1000,Manchester Leisure,Professional fees,26/02/2025,5105974859,Constellia Public Ltd,"£12,261.89"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,14/02/2025,1908732762,Kaleidoscope Assessment Services,"£12,178.57"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,14/02/2025,1908732760,Kaleidoscope Assessment Services,"£12,178.57"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,21/02/2025,1908738987,Kaleidoscope Assessment Services,"£12,178.57"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,21/02/2025,1908738988,Kaleidoscope Assessment Services,"£12,178.57"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,24/02/2025,5105977240,Mersey Vale Primary School,"£12,164.00"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£12,125.07"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,18/02/2025,5105976581,Talbot House Support Centre,"£12,125.00"
Manchester City Council,1005,Adult Social Care,Payments for services,28/02/2025,5105977740,Kaleidoscope Project,"£12,123.00"
Manchester City Council,1010,Housing Revenue Account,Rents,20/02/2025,1908735835,Manchester City Council,"£12,113.60"
Manchester City Council,1003,Environment and Operations,Construction Works,28/02/2025,5105977394,Rosgal Ltd,"£12,108.10"
Manchester City Council,1005,Adult Social Care,Agency staff provision,04/02/2025,1908718471,Reed Employment Plc,"£12,089.44"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£12,085.25"
Manchester City Council,1004,Childrens & Education Services,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£12,068.25"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729041,Brighter Beginnings Fallowfield,"£12,067.20"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908728644,Tarbiyah Nurseries Ltd,"£12,067.20"
Manchester City Council,1004,Childrens & Education Services,General Payments not otherwise categorised,20/02/2025,5105976047,Manchester Mind,"£12,056.01"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729342,Lemon Tree Manchester Ltd,"£12,001.50"
Manchester City Council,1011,Chief Executives,Works and associated costs for Land and Buildings,28/02/2025,5105977542,Arboricultural Services Treework,"£12,000.00"
Manchester City Council,1000,Manchester Leisure,Rents,18/02/2025,5105976597,VSPG Housing Ltd,"£11,970.00"
Manchester City Council,1011,Chief Executives,Works and associated costs for Land and Buildings,28/02/2025,5105976679,Savills (UK) Ltd,"£11,950.00"
Manchester City Council,1007,Corporate Services,Grant Payments,07/02/2025,5105974580,CLES,"£11,933.00"
Manchester City Council,1000,Manchester Leisure,Professional fees,10/02/2025,5105973709,HOME,"£11,916.67"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/02/2025,1908729520,Kids Planet,"£11,882.34"
Manchester City Council,1004,Childrens & Education Services,Payments for services,27/02/2025,5105977990,H.G. Care Services Ltd,"£11,866.15"
