Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Regeneration Finance,Professional fees,29/11/2024,5105962580,Savills (UK) Ltd,"£60,000.00"
Manchester City Council,Hospitality + Trading Services,Electricity,14/11/2024,1908636255,Haven Power Ltd,"£59,340.61"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,27/11/2024,5105962768,Cresta Car Hire,"£59,331.80"
Manchester City Council,Adult Social Care,Equipment,29/11/2024,5105961225,Just Checking Ltd,"£58,983.75"
Manchester City Council,Environment and Operations,Construction Works,07/11/2024,5105958749,Bethell Construction Ltd,"£58,937.44"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/11/2024,5105959375,Mace Ltd,"£58,838.38"
Manchester City Council,Corporate Services,Gas,14/11/2024,1908635933,M\cr Heat Network Supply Co Ltd,"£58,466.61"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,08/11/2024,5105959379,Mantax Radio Taxis Ltd,"£58,333.33"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,05/11/2024,5105958116,Wythenshawe Community Housing Group,"£58,325.00"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636247,Haven Power Ltd,"£58,312.41"
Manchester City Council,Adult Social Care,Equipment,18/11/2024,5105960650,Careium UK Ltd,"£58,280.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642621,Dell Care Ltd,"£58,000.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,29/11/2024,5105959724,Divrse Ltd,"£57,897.60"
Manchester City Council,Adult Social Care,Building Works,29/11/2024,5105959097,Stepping Stone Projects,"£57,708.00"
Manchester City Council,Manchester Leisure,Payments to Contractors,21/11/2024,5105960682,NSL Ltd,"£57,515.61"
Manchester City Council,Manchester Leisure,Tipping - Skips,25/11/2024,5105962184,Redgate Holdings Ltd,"£57,485.00"
Manchester City Council,Environment and Operations,Works and associated costs for Land and Buildings,29/11/2024,5105962205,Seddon Construction Ltd,"£57,458.99"
Manchester City Council,Manchester Leisure,Payments to Contractors,21/11/2024,5105960686,NSL Ltd,"£57,145.81"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/11/2024,1908630056,Embrace Care Ltd,"£56,691.96"
Manchester City Council,Manchester Leisure,Refuse Collection,21/11/2024,5105958140,Biffa Municipal Limited,"£56,688.41"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,18/11/2024,5105960673,City Build Manchester Ltd,"£56,436.77"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,19/11/2024,1908638665,Premier Care  Ltd,"£56,003.64"
Manchester City Council,Manchester Leisure,Rents,19/11/2024,5105960969,Grolar Developments SPV8 Ltd,"£56,000.00"
Manchester City Council,Manchester Leisure,Refuse Collection,06/11/2024,5105958297,Biffa Municipal Limited,"£55,214.80"
Manchester City Council,Manchester Leisure,Professional fees,06/11/2024,5105958114,Connected Places Catapult,"£55,000.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,29/11/2024,5105962453,Change Grow Live Services Ltd,"£54,918.00"
Manchester City Council,Environment and Operations,Construction Works,25/11/2024,5105960084,J.Hopkins (Contractors) Ltd.,"£54,301.90"
Manchester City Council,Corporate Services,Landline Telephone,15/11/2024,5105960373,8x8 UK Ltd,"£53,972.76"
Manchester City Council,Manchester Leisure,Rents,26/11/2024,5105962507,Amco Management,"£53,684.11"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,19/11/2024,5105961032,Pictor Academy,"£53,608.37"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642328,Brookvale,"£53,555.84"
Manchester City Council,Adult Social Care,RNH Permanent Pays,22/11/2024,1908642651,Homesend Ltd,"£53,447.28"
Manchester City Council,Corporate Services,Preventative Maintenance Work,18/11/2024,5105959159,EQUANS Services Limited,"£52,468.13"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,12/11/2024,5105959746,The Together Trust,"£52,450.36"
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,05/11/2024,5105958519,Manchester Van Hire Ltd,"£52,430.72"
Manchester City Council,Environment and Operations,Construction Works,25/11/2024,5105960085,J.Hopkins (Contractors) Ltd.,"£52,134.76"
Manchester City Council,Corporate Services,Fees,19/11/2024,1908633083,Newlyn Plc,"£51,701.00"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636253,Haven Power Ltd,"£51,696.21"
Manchester City Council,Environment and Operations,Construction Works,29/11/2024,5105962484,J.Hopkins (Contractors) Ltd.,"£51,647.94"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,15/11/2024,5105960658,NHS GREATER MANCHESTER ICB,"£51,543.12"
Manchester City Council,Childrens Services,Building Works,29/11/2024,5105963622,The East Manchester Academy,"£51,262.69"
Manchester City Council,Corporate Services,Agency staff provision,28/11/2024,5105963450,Hays Personnel,"£51,118.48"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,13/11/2024,5105959649,Riverside ECHG,"£50,624.00"
Manchester City Council,Childrens & Education Services,Home Care ,11/11/2024,1908629844,Randstad Solutions Ltd,"£50,269.00"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,19/11/2024,1908638659,Premier Care  Ltd,"£50,210.16"
Manchester City Council,Childrens Services,Building Works,28/11/2024,5105963381,Manchester Communication Academy,"£50,184.12"
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,12/11/2024,5105959599,Next Energy Solutions Ltd,"£50,103.13"
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,28/11/2024,5105963181,Next Energy Solutions Ltd,"£50,103.13"
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,12/11/2024,5105958722,Next Energy Solutions Ltd,"£50,103.13"
Manchester City Council,Regeneration Finance,Grant Payments,08/11/2024,5105959160,Cityco,"£50,000.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,11/11/2024,5105957901,Revolving Doors Housing Trust,"£49,824.75"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642491,Redacted Personal Information,"£49,268.44"
Manchester City Council,Childrens & Education Services,Home Care ,29/11/2024,1908657669,Randstad Solutions Ltd,"£48,949.00"
Manchester City Council,Adult Social Care,Home Care ,20/11/2024,1908640324,Meridian Health and Social Care Ltd,"£48,617.64"
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643705,Meridian Health and Social Care Ltd,"£48,515.93"
Manchester City Council,Adult Social Care,Home Care ,20/11/2024,1908640325,Meridian Health and Social Care Ltd,"£48,501.29"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,06/11/2024,5105958323,NHS GREATER MANCHESTER ICB,"£48,448.64"
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643706,Meridian Health and Social Care Ltd,"£48,402.32"
Manchester City Council,Childrens & Education Services,Home Care ,15/11/2024,1908638018,Randstad Solutions Ltd,"£48,339.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642492,Lightbowne Hall,"£48,165.84"
Manchester City Council,Adult Social Care,Home Care ,29/11/2024,1908657619,Meridian Health and Social Care Ltd,"£47,779.24"
Manchester City Council,Adult Social Care,Temp Care - Nursing,22/11/2024,1908642282,Averill House,"£47,475.60"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642668,Wellington Lodge Rest Home,"£47,254.80"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/11/2024,5105959372,Ove Arup & Partners Ltd,"£47,190.00"
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,26/11/2024,5105962700,R Development Ltd,"£47,120.90"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,19/11/2024,1908638667,Meridian Health and Social Care Ltd,"£47,112.20"
Manchester City Council,Environment and Operations,Construction Works,15/11/2024,5105958976,Rosgal Ltd,"£46,758.60"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642599,Silverdene Residential Home Ltd,"£46,700.28"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642224,Moor Care (Registered) Ltd,"£46,331.40"
Manchester City Council,Adult Social Care,RNH Permanent Pays,22/11/2024,1908642554,Oak Bank Care Home,"£46,220.40"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,29/11/2024,1908657465,Cambian Childcare Ltd,"£46,057.14"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,29/11/2024,5105961784,The Manchester College,"£46,013.04"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642407,Claremont Care Homes,"£45,952.84"
Manchester City Council,Corporate Services,Fees,06/11/2024,1908616683,Newlyn Plc,"£45,667.05"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,06/11/2024,5105958447,CW Travel,"£45,375.00"
Manchester City Council,Regeneration Finance,Professional fees,19/11/2024,5105959554,CBRE Limited (London),"£45,000.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,21/11/2024,5105961684,Hong Kong Volunteers in Manchester,"£45,000.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20/11/2024,5105961223,CHAWREC,"£44,945.00"
Manchester City Council,Corporate Services,ICT Sup & Maintnance,29/11/2024,5105963068,ANS Group Ltd,"£44,492.74"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,22/11/2024,1908642955,Sunfield Childrens Homes Ltd,"£44,472.64"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,22/11/2024,1908642956,Sunfield Childrens Homes Ltd,"£44,472.64"
Manchester City Council,Adult Social Care,RNH Permanent Pays,22/11/2024,1908642580,Richmond Care,"£44,279.40"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,29/11/2024,5105962823,Manchester People First,"£43,747.12"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,19/11/2024,1908638657,Meridian Health and Social Care Ltd,"£43,544.48"
Manchester City Council,Environment and Operations,Construction Works,29/11/2024,5105963090,J.Hopkins (Contractors) Ltd.,"£43,504.01"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642581,Springcare (Wythenshaw) LTD,"£43,422.04"
Manchester City Council,Childrens & Education Services,Carer Support Payments ,11/11/2024,5105959476,Amore Complex Care,"£42,663.60"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29/11/2024,5105963494,R Development Ltd,"£42,443.53"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,13/11/2024,5105959922,R Development Ltd,"£42,443.53"
Manchester City Council,Chief Executives,Counsel Costs,15/11/2024,1908634538,DEANS COURT CHAMBERS,"£42,250.00"
Manchester City Council,Adult Social Care,RNH Permanent Pays,22/11/2024,1908642651,Homesend Ltd,"£42,191.36"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/11/2024,1908629840,Choices Home for Children Ltd,"£42,071.43"
Manchester City Council,Adult Social Care,RNH Permanent Pays,22/11/2024,1908642326,Brookdale View,"£42,020.40"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,15/11/2024,5105960432,Manchester Womens Aid,"£41,666.66"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642554,Oak Bank Care Home,"£41,597.24"
Manchester City Council,Adult Social Care,Payments for services,13/11/2024,5105960010,Morelife (UK) Ltd,"£41,541.55"
Manchester City Council,Adult Social Care,Payments for services,29/11/2024,5105960732,Morelife (UK) Ltd,"£41,541.55"
Manchester City Council,Environment and Operations,Construction Works,14/11/2024,5105958448,Dowhigh Ltd,"£41,468.78"
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,25/11/2024,5105962299,Impact For All,"£41,242.00"
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,14/11/2024,5105960308,DT Electrical UK Ltd,"£41,053.95"
Manchester City Council,Environment and Operations,Construction Works,25/11/2024,5105960660,Dowhigh Ltd,"£41,052.57"
Manchester City Council,Chief Executives,Postage,14/11/2024,5105959549,Royal Mail Group Plc,"£41,030.66"
Manchester City Council,Manchester Leisure,Special Event,07/11/2024,1908625944,New Century Hall Ltd,"£41,000.00"
Manchester City Council,Adult Social Care,Home Care ,29/11/2024,1908657620,Chrysalis Home Care Group Ltd,"£40,991.77"
Manchester City Council,Childrens & Education Services,Gas,18/11/2024,5105960864,Manchester School Services Limited,"£40,958.55"
Manchester City Council,Corporate Services,Agency staff provision,15/11/2024,5105959865,Cadence Resourcing Ltd,"£40,925.47"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,29/11/2024,1908657466,Nestlings Care Ltd,"£40,809.28"
